iter	Passed	Remaining
300	5580	12958
301	5595	12931
302	5613	12912
303	5629	12888
304	5645	12864
305	5661	12840
306	5677	12815
307	5693	12791
308	5712	12774
309	5731	12756
310	5745	12728
311	5761	12705
312	5779	12686
313	5796	12662
314	5811	12638
315	5827	12613
316	5844	12591
317	5859	12565
318	5873	12539
319	5891	12519
320	5906	12493
321	5921	12468
322	5935	12441
323	5953	12420
324	5971	12401
325	5986	12376
326	6001	12352
327	6018	12330
328	6034	12308
329	6050	12284
330	6067	12262
331	6081	12237
332	6098	12215
333	6115	12195
334	6131	12171
335	6147	12148
336	6163	12126
337	6179	12102
338	6196	12081
339	6212	12058
340	6228	12037
341	6245	12016
342	6261	11993
343	6277	11971
344	6293	11949
345	6310	11927
346	6326	11905
347	6342	11882
348	6364	11872
349	6390	11868
350	6409	11851
351	6430	11837
352	6447	11817
353	6473	11813
354	6491	11795
355	6507	11772
356	6526	11755
357	6548	11743
358	6570	11731
359	6590	11715
360	6607	11695
361	6622	11672
362	6639	11650
363	6654	11627
364	6670	11604
365	6687	11584
366	6705	11565
367	6722	11545
368	6739	11523
369	6757	11505
370	6774	11485
371	6787	11458
372	6808	11444
373	6824	11422
374	6840	11400
375	6854	11375
376	6867	11348
377	6880	11321
378	6891	11292
379	6904	11264
380	6917	11239
381	6931	11212
382	6941	11182
383	6954	11155
384	6966	11128
385	6980	11103
386	6997	11083
387	7014	11063
388	7031	11044
389	7048	11024
390	7063	11001
391	7076	10976
392	7088	10948
393	7100	10921
394	7112	10893
395	7126	10869
396	7136	10840
397	7149	10814
398	7162	10789
399	7175	10763
400	7186	10734
401	7198	10708
402	7212	10684
403	7225	10660
404	7236	10630
405	7249	10605
406	7261	10580
407	7274	10555
408	7285	10528
409	7297	10500
410	7309	10474
411	7323	10451
412	7335	10425
413	7347	10399
414	7360	10375
415	7373	10350
416	7387	10327
417	7399	10302
418	7413	10279
419	7427	10256
420	7441	10233
421	7455	10211
422	7465	10183
423	7476	10157
424	7490	10134
425	7505	10112
426	7522	10094
427	7539	10076
428	7558	10060
429	7576	10043
430	7599	10033
431	7618	10016
432	7632	9994
433	7646	9971
434	7658	9947
435	7676	9930
436	7693	9911
437	7711	9895
438	7733	9882
439	7758	9874
440	7786	9870
441	7818	9870
442	7847	9866
443	7876	9862
444	7898	9851
445	7925	9844
446	7947	9832
447	7967	9817
448	7983	9797
449	8001	9779
450	8016	9758
451	8031	9737
452	8047	9716
453	8062	9696
454	8079	9677
455	8095	9657
456	8112	9639
457	8129	9620
458	8145	9600
459	8161	9581
460	8177	9561
461	8196	9544
462	8218	9531
463	8243	9522
464	8274	9520
465	8301	9512
466	8324	9501
467	8346	9487
468	8371	9477
469	8392	9463
470	8413	9450
471	8435	9436
472	8468	9434
473	8499	9432
474	8521	9418
475	8543	9405
476	8557	9383
477	8572	9361
478	8588	9341
479	8603	9320
480	8618	9299
481	8634	9279
482	8653	9263
483	8675	9248
484	8711	9250
485	8731	9235
486	8753	9220
487	8779	9211
488	8802	9198
489	8818	9178
490	8833	9157
491	8855	9143
492	8875	9127
493	8893	9110
494	8911	9091
495	8930	9074
496	8950	9058
497	8970	9042
498	8989	9025
499	9006	9006
500	9022	8986
501	9037	8965
502	9051	8943
503	9078	8934
504	9107	8926
505	9147	8930
506	9174	8921
507	9195	8905
508	9215	8889
509	9235	8873
510	9251	8852
511	9271	8836
512	9293	8822
513	9308	8801
514	9324	8781
515	9338	8759
516	9348	8734
517	9361	8710
518	9373	8687
519	9387	8665
520	9400	8642
521	9411	8618
522	9429	8599
523	9441	8577
524	9454	8553
525	9468	8532
526	9480	8509
527	9495	8488
528	9509	8467
529	9532	8453
530	9549	8434
531	9565	8414
532	9582	8396
533	9596	8374
534	9610	8353
535	9624	8331
536	9639	8311
537	9655	8291
538	9669	8270
539	9685	8250
540	9702	8231
541	9717	8211
542	9732	8190
543	9748	8171
544	9769	8156
545	9789	8139
546	9823	8135
547	9860	8133
548	9881	8117
549	9915	8112
550	9946	8105
551	9966	8088
552	9995	8079
553	10084	8118
554	10160	8146
555	10178	8128
556	10223	8131
557	10244	8115
558	10263	8096
559	10288	8083
560	10305	8064
561	10327	8048
562	10357	8039
563	10376	8021
564	10391	8000
565	10407	7980
566	10436	7970
567	10457	7953
568	10483	7941
569	10504	7924
570	10527	7909
571	10546	7891
572	10560	7869
573	10585	7856
574	10603	7837
575	10617	7815
576	10632	7794
577	10646	7773
578	10662	7752
579	10676	7731
580	10687	7707
581	10700	7685
582	10715	7664
583	10734	7646
584	10750	7626
585	10767	7606
586	10785	7588
587	10800	7567
588	10814	7546
589	10831	7527
590	10850	7509
591	10864	7487
592	10881	7468
593	10896	7447
594	10910	7426
595	10920	7402
596	10932	7379
597	10944	7357
598	10956	7334
599	10966	7310
600	10979	7288
601	10991	7266
602	11002	7243
603	11012	7220
604	11024	7198
605	11038	7176
606	11048	7153
607	11060	7130
608	11073	7109
609	11086	7088
610	11097	7065
611	11109	7043
612	11122	7021
613	11136	7001
614	11151	6980
615	11165	6960
616	11185	6943
617	11203	6925
618	11226	6910
619	11251	6896
620	11276	6882
621	11298	6866
622	11318	6849
623	11335	6830
624	11353	6812
625	11371	6793
626	11387	6774
627	11407	6757
628	11429	6741
629	11451	6725
630	11471	6708
631	11488	6689
632	11504	6670
633	11524	6652
634	11537	6631
635	11552	6611
636	11567	6592
637	11584	6572
638	11600	6553
639	11615	6533
640	11629	6513
641	11646	6494
642	11663	6475
643	11680	6457
644	11699	6439
645	11722	6423
646	11746	6408
647	11773	6395
648	11798	6381
649	11826	6368
650	11848	6351
651	11874	6337
652	11891	6318
653	11907	6299
654	11924	6280
655	11942	6262
656	11959	6243
657	11974	6223
658	11990	6204
659	12007	6185
660	12024	6166
661	12040	6147
662	12057	6128
663	12071	6108
664	12151	6121
665	12190	6113
666	12208	6095
667	12248	6087
668	12264	6067
669	12281	6048
670	12294	6028
671	12307	6007
672	12329	5990
673	12349	5973
674	12377	5959
675	12399	5942
676	12424	5927
677	12450	5913
678	12470	5895
679	12488	5876
680	12502	5856
681	12516	5836
682	12533	5817
683	12550	5798
684	12567	5778
685	12582	5759
686	12596	5739
687	12609	5718
688	12623	5697
689	12634	5676
690	12646	5655
691	12659	5634
692	12673	5614
693	12686	5593
694	12697	5572
695	12710	5551
696	12725	5531
697	12736	5510
698	12746	5488
699	12759	5468
700	12773	5448
701	12785	5427
702	12795	5405
703	12807	5385
704	12820	5364
705	12835	5344
706	12849	5325
707	12864	5305
708	12880	5286
709	12897	5267
710	12912	5248
711	12926	5228
712	12940	5208
713	12961	5192
714	12976	5172
715	12990	5152
716	13004	5132
717	13018	5113
718	13028	5091
719	13040	5071
720	13055	5051
721	13070	5032
722	13084	5013
723	13102	4994
724	13118	4975
725	13133	4956
726	13149	4937
727	13165	4919
728	13181	4900
729	13198	4881
730	13216	4863
731	13236	4846
732	13260	4830
733	13287	4815
734	13316	4801
735	13336	4783
736	13360	4767
737	13390	4753
738	13420	4739
739	13450	4725
740	13479	4711
741	13498	4693
742	13517	4675
743	13546	4661
744	13562	4642
745	13584	4625
746	13600	4606
747	13623	4589
748	13644	4572
749	13659	4553
750	13675	4534
751	13690	4515
752	13710	4497
753	13727	4478
754	13750	4462
755	13774	4445
756	13801	4430
757	13839	4418
758	13862	4401
759	13883	4384
760	13898	4365
761	13913	4345
762	13932	4327
763	13952	4309
764	13967	4290
765	13982	4271
766	14003	4254
767	14024	4236
768	14040	4217
769	14053	4197
770	14067	4178
771	14082	4158
772	14098	4140
773	14111	4120
774	14121	4099
775	14134	4080
776	14148	4060
777	14162	4041
778	14172	4020
779	14184	4000
780	14200	3982
781	14215	3963
782	14230	3943
783	14242	3923
784	14256	3904
785	14268	3884
786	14281	3865
787	14295	3845
788	14310	3826
789	14321	3807
790	14332	3786
791	14345	3767
792	14359	3748
793	14371	3728
794	14381	3708
795	14393	3688
796	14409	3670
797	14424	3651
798	14437	3631
799	14448	3612
800	14462	3593
801	14474	3573
802	14496	3556
803	14519	3539
804	14540	3522
805	14557	3503
806	14572	3485
807	14587	3466
808	14599	3446
809	14612	3427
810	14630	3409
811	14646	3391
812	14670	3374
813	14691	3357
814	14710	3339
815	14727	3320
816	14754	3304
817	14771	3286
818	14790	3268
819	14807	3250
820	14824	3232
821	14840	3213
822	14856	3195
823	14870	3176
824	14886	3157
825	14902	3139
826	14917	3120
827	14935	3102
828	14953	3084
829	14970	3066
830	14989	3048
831	15004	3029
832	15019	3011
833	15038	2993
834	15064	2976
835	15083	2959
836	15112	2943
837	15146	2928
838	15174	2911
839	15196	2894
840	15216	2876
841	15235	2858
842	15254	2841
843	15277	2823
844	15296	2805
845	15314	2787
846	15331	2769
847	15358	2752
848	15379	2735
849	15407	2718
850	15442	2703
851	15461	2685
852	15479	2667
853	15493	2648
854	15507	2629
855	15520	2610
856	15534	2592
857	15547	2573
858	15557	2553
859	15571	2534
860	15585	2516
861	15600	2497
862	15616	2479
863	15629	2460
864	15641	2441
865	15654	2422
866	15670	2403
867	15683	2384
868	15696	2366
869	15708	2347
870	15719	2328
871	15733	2309
872	15746	2290
873	15757	2271
874	15769	2252
875	15782	2234
876	15795	2215
877	15809	2196
878	15824	2178
879	15841	2160
880	15855	2141
881	15870	2123
882	15887	2105
883	15909	2087
884	15926	2069
885	15939	2050
886	15950	2031
887	15962	2013
888	15975	1994
889	15990	1976
890	16004	1957
891	16015	1939
892	16028	1920
893	16041	1901
894	16053	1883
895	16064	1864
896	16077	1846
897	16091	1827
898	16105	1809
899	16117	1790
900	16127	1772
901	16140	1753
902	16153	1735
903	16169	1717
904	16185	1699
905	16203	1681
906	16218	1662
907	16234	1644
908	16251	1626
909	16266	1608
910	16280	1590
911	16293	1572
912	16311	1554
913	16332	1536
914	16348	1518
915	16365	1500
916	16381	1482
917	16398	1464
918	16416	1446
919	16432	1428
920	16448	1410
921	16465	1392
922	16481	1374
923	16497	1356
924	16512	1338
925	16528	1320
926	16545	1302
927	16569	1285
928	16591	1268
929	16620	1250
930	16645	1233
931	16670	1216
932	16691	1198
933	16717	1181
934	16743	1163
935	16768	1146
936	16786	1128
937	16806	1110
938	16821	1092
939	16849	1075
940	16864	1057
941	16880	1039
942	16897	1021
943	16912	1003
944	16926	985
945	16949	967
946	16969	949
947	16985	931
948	17006	913
949	17032	896
950	17052	878
951	17069	860
952	17085	842
953	17108	824
954	17130	807
955	17166	790
956	17195	772
957	17216	754
958	17237	736
959	17261	719
960	17278	701
961	17293	683
962	17307	664
963	17322	646
964	17334	628
965	17346	610
966	17359	592
967	17372	574
968	17384	556
969	17395	538
970	17408	519
971	17422	501
972	17435	483
973	17452	465
974	17470	447
975	17482	429
976	17496	411
977	17509	393
978	17521	375
979	17535	357
980	17547	339
981	17561	321
982	17578	303
983	17604	286
984	17621	268
985	17638	250
986	17655	232
987	17672	214
988	17688	196
989	17703	178
990	17719	160
991	17733	143
992	17749	125
993	17761	107
994	17772	89
995	17784	71
996	17797	53
997	17809	35
998	17820	17
999	17833	0
